seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr6	6007936	6007944	9	*	X04029	51299	5998233	6007633	9401	-	302	upstream	302	NRN1
chr6	6008210	6008220	11	*	X04030	51299	5998233	6007633	9401	-	576	upstream	576	NRN1
chr6	6008225	6008238	14	*	X04031	51299	5998233	6007633	9401	-	591	upstream	591	NRN1
chr6	6008249	6008261	13	*	X04032	51299	5998233	6007633	9401	-	615	upstream	615	NRN1
chr6	6009495	6009509	15	*	X04033	51299	5998233	6007633	9401	-	1861	upstream	1861	NRN1
chr6	7590439	7590447	9	*	X04038	154007	7590432	7612200	21769	+	0	inside	6	SNRNP48
chr6	7726807	7726818	12	*	X04039	654	7727011	7881961	154951	+	192	upstream	192	BMP6
chr6	8064388	8064398	11	*	X04041	100526836	7881483	8064647	183165	-	0	inside	248	BLOC1S5-TXNDC5
chr6	8064388	8064398	11	*	X04041	63915	8013800	8064647	50848	-	0	inside	248	BLOC1S5
chr6	8064694	8064703	10	*	X04042	100526836	7881483	8064647	183165	-	46	upstream	46	BLOC1S5-TXNDC5
chr6	8064694	8064703	10	*	X04042	63915	8013800	8064647	50848	-	46	upstream	46	BLOC1S5
chr6	8435785	8435797	13	*	X04043	100506207	8435856	8785678	349823	+	58	upstream	58	LOC100506207
chr6	8435785	8435797	13	*	X04043	51000	8413301	8435794	22494	-	0	overlapStart	0	SLC35B3
chr6	10412154	10412164	11	*	X04044	100130275	10412551	10416402	3852	+	386	upstream	386	TFAP2A-AS1
chr6	10412599	10412611	13	*	X04045	100130275	10412551	10416402	3852	+	0	inside	47	TFAP2A-AS1
chr6	10695204	10695212	9	*	X04060	347744	10671651	10695030	23380	-	173	upstream	173	C6orf52
chr6	10695204	10695212	9	*	X04060	55003	10695188	10709970	14783	+	0	inside	15	PAK1IP1
chr6	10747971	10747980	10	*	X04061	221711	10747995	10974541	226547	+	14	upstream	14	SYCP2L
chr6	10747971	10747980	10	*	X04061	81853	10747995	10852986	104992	+	14	upstream	14	TMEM14B
chr6	10748029	10748038	10	*	X04062	221711	10747995	10974541	226547	+	0	inside	33	SYCP2L
chr6	10748029	10748038	10	*	X04062	81853	10747995	10852986	104992	+	0	inside	33	TMEM14B
chr6	10881792	10881840	49	*	X04064	9247	10873456	10882098	8643	-	0	inside	257	GCM2
chr6	11043639	11043666	28	*	X04068	100506409	11043991	11079377	35387	+	324	upstream	324	ELOVL2-AS1
chr6	11043702	11043721	20	*	X04069	100506409	11043991	11079377	35387	+	269	upstream	269	ELOVL2-AS1
chr6	11044590	11044600	11	*	X04070	54898	10980993	11044624	63632	-	0	inside	23	ELOVL2
chr6	11537925	11537944	20	*	X04073	100113407	11538460	11583757	45298	+	515	upstream	515	TMEM170B
chr6	12012906	12012939	34	*	X04074	3096	12012724	12165232	152509	+	0	inside	181	HIVEP1
chr6	14117668	14117676	9	*	X04088	9308	14117487	14137148	19662	+	0	inside	180	CD83
chr6	15245385	15245395	11	*	X04092	3720	15245734	15522273	276540	+	338	upstream	338	JARID2
chr6	16238802	16238810	9	*	X04096	2766	16238811	16295780	56970	+	0	upstream	0	GMPR
chr6	17102475	17102486	12	*	X04101	401236	17102489	17131603	29115	+	2	upstream	2	STMND1
chr6	17707047	17707055	9	*	X04103	9972	17615266	17707065	91800	-	0	inside	9	NUP153
chr6	18155729	18155737	9	*	X04104	221656	18155619	18224084	68466	+	0	inside	109	KDM1B
chr6	18155729	18155737	9	*	X04104	7172	18128545	18155374	26830	-	354	upstream	354	TPMT
chr6	18264932	18264940	9	*	X04108	7913	18224400	18264799	40400	-	132	upstream	132	DEK
chr6	21593689	21593730	42	*	X04123	6659	21593972	21598849	4878	+	241	upstream	241	SOX4
chr6	21664981	21664989	9	*	X04125	401237	21665003	22214734	549732	+	13	upstream	13	CASC15
chr6	24495175	24495186	12	*	X04126	7915	24495197	24537435	42239	+	10	upstream	10	ALDH5A1
chr6	24646070	24646118	49	*	X04127	9856	24544332	24646383	102052	-	0	inside	264	KIAA0319
chr6	24646129	24646138	10	*	X04128	9856	24544332	24646383	102052	-	0	inside	244	KIAA0319
chr6	24646453	24646475	23	*	X04129	9856	24544332	24646383	102052	-	69	upstream	69	KIAA0319
chr6	25278978	25278989	12	*	X04134	55604	25279306	25620758	341453	+	316	upstream	316	CARMIL1
chr6	26224219	26224231	13	*	X04137	8353	26225383	26225844	462	+	1151	upstream	1151	H3C6
chr6	26538188	26538199	12	*	X04142	10473	26538572	26547164	8593	+	372	upstream	372	HMGN4
chr6	26596486	26596494	9	*	X04144	29777	26597171	26600277	3107	+	676	upstream	676	ABT1
chr6	27113076	27113117	42	*	X04148	85235	27114861	27115341	481	+	1743	upstream	1743	H2AC12
chr6	27441093	27441101	9	*	X04152	7738	27418521	27440897	22377	-	195	upstream	195	ZNF184
chr6	27804869	27804878	10	*	X04158	8341	27806440	27806888	449	+	1561	upstream	1561	H2BC15
chr6	27805003	27805022	20	*	X04159	8341	27806440	27806888	449	+	1417	upstream	1417	H2BC15
chr6	27807509	27807518	10	*	X04160	8330	27805658	27806117	460	-	1391	upstream	1391	H2AC15
chr6	28192637	28192645	9	*	X04164	7746	28193029	28201264	8236	+	383	upstream	383	ZSCAN9
chr6	28317478	28317490	13	*	X04167	80317	28317691	28336954	19264	+	200	upstream	200	ZKSCAN3
chr6	28317863	28317888	26	*	X04168	80317	28317691	28336954	19264	+	0	inside	171	ZKSCAN3
chr6	34360211	34360224	14	*	X04242	11165	34254973	34360457	105485	-	0	inside	232	NUDT3
chr6	34360916	34360924	9	*	X04243	11165	34254973	34360457	105485	-	458	upstream	458	NUDT3
chr6	34361070	34361092	23	*	X04244	11165	34254973	34360457	105485	-	612	upstream	612	NUDT3
chr6	34393989	34393998	10	*	X04245	100529239	34254973	34393902	138930	-	86	upstream	86	RPS10-NUDT3
chr6	34393989	34393998	10	*	X04245	6204	34385231	34393902	8672	-	86	upstream	86	RPS10
chr6	34433409	34433418	10	*	X04246	29993	34433838	34503000	69163	+	419	upstream	419	PACSIN1
chr6	34434086	34434094	9	*	X04247	29993	34433838	34503000	69163	+	0	inside	247	PACSIN1
chr6	36355277	36355286	10	*	X04251	51513	36321998	36355577	33580	-	0	inside	290	ETV7
chr6	36355488	36355496	9	*	X04252	51513	36321998	36355577	33580	-	0	inside	80	ETV7
chr6	36807877	36807914	38	*	X04259	57699	36708555	36807220	98666	-	656	upstream	656	CPNE5
chr6	37667009	37667018	10	*	X04266	266727	37600284	37665766	65483	-	1242	upstream	1242	MDGA1
chr6	38607741	38607750	10	*	X04268	114781	38136227	38607924	471698	-	0	inside	173	BTBD9
chr6	39760446	39760456	11	*	X04271	23500	39760159	39872653	112495	+	0	inside	286	DAAM2
chr6	40555137	40555149	13	*	X04276	57497	40359373	40555126	195754	-	10	upstream	10	LRFN2
chr6	40555190	40555202	13	*	X04277	57497	40359373	40555126	195754	-	63	upstream	63	LRFN2
chr6	40555234	40555274	41	*	X04278	57497	40359373	40555126	195754	-	107	upstream	107	LRFN2
chr6	40555912	40555931	20	*	X04279	57497	40359373	40555126	195754	-	785	upstream	785	LRFN2
chr6	41604659	41604667	9	*	X04293	4188	41606195	41621982	15788	+	1527	upstream	1527	MDFI
chr6	42185830	42185849	20	*	X04300	55173	42174539	42185633	11095	-	196	upstream	196	MRPS10
chr6	42419583	42419593	11	*	X04301	55809	42192669	42419865	227197	-	0	inside	271	TRERF1
chr6	42420252	42420262	11	*	X04302	55809	42192669	42419865	227197	-	386	upstream	386	TRERF1
chr6	42928588	42928597	10	*	X04307	27232	42928500	42931618	3119	+	0	inside	87	GNMT
chr6	42981941	42981955	15	*	X04308	116138	42981841	42989036	7196	+	0	inside	99	KLHDC3
chr6	42981941	42981955	15	*	X04308	4201	42948082	42981660	33579	-	280	upstream	280	MEA1
chr6	43138081	43138097	17	*	X04310	6722	43138920	43149244	10325	+	822	upstream	822	SRF
chr6	43149058	43149066	9	*	X04311	23113	43149922	43192325	42404	+	855	upstream	855	CUL9
chr6	43149069	43149077	9	*	X04312	23113	43149922	43192325	42404	+	844	upstream	844	CUL9
chr6	43149087	43149095	9	*	X04313	23113	43149922	43192325	42404	+	826	upstream	826	CUL9
chr6	43149882	43149891	10	*	X04314	23113	43149922	43192325	42404	+	30	upstream	30	CUL9
chr6	43423650	43423658	9	*	X04321	65989	43418090	43423786	5697	-	0	inside	127	DLK2
chr6	43484804	43484813	10	*	X04323	25844	43479565	43484728	5164	-	75	upstream	75	YIPF3
chr6	43484804	43484813	10	*	X04323	9533	43484777	43497114	12338	+	0	inside	26	POLR1C
chr6	43543134	43543142	9	*	X04324	5429	43543878	43588260	44383	+	735	upstream	735	POLH
chr6	43543770	43543779	10	*	X04325	5429	43543878	43588260	44383	+	98	upstream	98	POLH
chr6	43543770	43543779	10	*	X04325	57510	43490068	43543812	53745	-	0	inside	32	XPO5
chr6	43543793	43543802	10	*	X04326	5429	43543878	43588260	44383	+	75	upstream	75	POLH
chr6	43543793	43543802	10	*	X04326	57510	43490068	43543812	53745	-	0	inside	9	XPO5
chr6	43596209	43596242	34	*	X04327	9587	43597279	43608688	11410	+	1036	upstream	1036	MAD2L1BP
chr6	43596273	43596282	10	*	X04328	9587	43597279	43608688	11410	+	996	upstream	996	MAD2L1BP
chr6	43737438	43737446	9	*	X04329	7422	43737946	43754223	16278	+	499	upstream	499	VEGFA
chr6	43737464	43737475	12	*	X04330	7422	43737946	43754223	16278	+	470	upstream	470	VEGFA
chr6	44093971	44093982	12	*	X04336	55362	44095376	44123256	27881	+	1393	upstream	1393	TMEM63B
chr6	44095202	44095212	11	*	X04337	55362	44095376	44123256	27881	+	163	upstream	163	TMEM63B
chr6	44095202	44095212	11	*	X04337	64928	44081373	44095191	13819	-	10	upstream	10	MRPL14
chr6	44187105	44187113	9	*	X04338	2030	44187242	44201888	14647	+	128	upstream	128	SLC29A1
chr6	44237904	44237916	13	*	X04340	441151	44238480	44275966	37487	+	563	upstream	563	TMEM151B
chr6	44239089	44239106	18	*	X04341	221409	44240803	44344904	104102	+	1696	upstream	1696	SPATS1
chr6	44239257	44239267	11	*	X04342	221409	44240803	44344904	104102	+	1535	upstream	1535	SPATS1
chr6	47444704	47444712	9	*	X04348	23607	47445525	47594996	149472	+	812	upstream	812	CD2AP
chr6	52285034	52285043	10	*	X04363	114327	52284994	52387892	102899	+	0	inside	39	EFHC1
chr6	56818562	56818570	9	*	X04372	221336	56819773	56892142	72370	+	1202	upstream	1202	BEND6
chr6	69345082	69345095	14	*	X04375	577	69345632	70099403	753772	+	536	upstream	536	ADGRB3
chr6	69345134	69345142	9	*	X04376	577	69345632	70099403	753772	+	489	upstream	489	ADGRB3
chr6	69345148	69345157	10	*	X04377	577	69345632	70099403	753772	+	474	upstream	474	ADGRB3
chr6	69345186	69345194	9	*	X04378	577	69345632	70099403	753772	+	437	upstream	437	ADGRB3
chr6	71122139	71122141	3	*	X04380	57579	71123107	71270877	147771	+	965	upstream	965	FAM135A
chr6	73331527	73331538	12	*	X04382	56479	73331571	73908573	577003	+	32	upstream	32	KCNQ5
chr6	74231676	74231688	13	*	X04386	1915	74225473	74230755	5283	-	920	upstream	920	EEF1A1
chr6	74405405	74405446	42	*	X04388	135228	74405508	74538041	132534	+	61	upstream	61	CD109
chr6	75993025	75993052	28	*	X04395	100506804	75994730	76001580	6851	+	1677	upstream	1677	TMEM30A-DT
chr6	76458908	76458916	9	*	X04396	4646	76458909	76629254	170346	+	0	overlapStart	0	MYO6
chr6	79788458	79788467	10	*	X04402	55023	79644136	79788011	143876	-	446	upstream	446	PHIP
chr6	83775408	83775416	9	*	X04403	23033	83777385	83881065	103681	+	1968	upstream	1968	DOP1A
chr6	83775408	83775416	9	*	X04403	90025	83602186	83775545	173360	-	0	inside	128	UBE3D
chr6	84140717	84140725	9	*	X04405	4199	83920110	84140938	220829	-	0	inside	212	ME1
chr6	85473950	85473960	11	*	X04408	9096	85397079	85473954	76876	-	0	overlapStart	0	TBX18
chr6	86303614	86303624	11	*	X04411	57231	86215215	86303629	88415	-	0	inside	4	SNX14
chr6	86353579	86353587	9	*	X04413	10492	86317502	86353043	35542	-	535	upstream	535	SYNCRIP
chr6	86389400	86389420	21	*	X04414	387066	86386725	86388451	1727	-	948	upstream	948	SNHG5
chr6	87862599	87862607	9	*	X04415	23036	87862551	87973406	110856	+	0	inside	47	ZNF292
chr6	87862610	87862619	10	*	X04416	23036	87862551	87973406	110856	+	0	inside	58	ZNF292
chr6	87862623	87862633	11	*	X04417	23036	87862551	87973406	110856	+	0	inside	71	ZNF292
chr6	88877076	88877084	9	*	X04421	1268	88849585	88875767	26183	-	1308	upstream	1308	CNR1
chr6	89855752	89855761	10	*	X04422	135293	89855769	89875288	19520	+	7	upstream	7	PM20D2
chr6	89855789	89855798	10	*	X04423	135293	89855769	89875288	19520	+	0	inside	19	PM20D2
chr6	90063008	90063020	13	*	X04424	51465	90036344	90062619	26276	-	388	upstream	388	UBE2J1
chr6	90122052	90122062	11	*	X04425	58528	90074335	90121995	47661	-	56	upstream	56	RRAGD
chr6	90122114	90122136	23	*	X04426	58528	90074335	90121995	47661	-	118	upstream	118	RRAGD
chr6	90348280	90348288	9	*	X04427	57226	90277863	90348474	70612	-	0	inside	185	LYRM2
chr6	96025391	96025400	10	*	X04430	79694	96025373	96057328	31956	+	0	inside	17	MANEA
chr6	96463445	96463456	12	*	X04432	10690	96463845	96663488	199644	+	388	upstream	388	FUT9
chr6	97372657	97372675	19	*	X04433	114792	97372496	97588630	216135	+	0	inside	160	KLHL32
chr6	97372678	97372712	35	*	X04434	114792	97372496	97588630	216135	+	0	inside	181	KLHL32
chr6	97372717	97372725	9	*	X04435	114792	97372496	97588630	216135	+	0	inside	220	KLHL32
chr6	99280594	99280603	10	*	X04436	5454	99282580	99286666	4087	+	1976	upstream	1976	POU3F2
chr6	99281412	99281420	9	*	X04437	5454	99282580	99286666	4087	+	1159	upstream	1159	POU3F2
chr6	99281933	99281942	10	*	X04438	5454	99282580	99286666	4087	+	637	upstream	637	POU3F2
chr6	99798247	99798256	10	*	X04441	84553	99720793	99797531	76739	-	715	upstream	715	FAXC
chr6	99841936	99841945	10	*	X04442	51805	99817348	99842082	24735	-	0	inside	136	COQ3
chr6	99963543	99963551	9	*	X04445	85015	99880184	99963308	83125	-	234	upstream	234	USP45
chr6	101329295	101329306	12	*	X04449	10973	100956608	101329224	372617	-	70	upstream	70	ASCC3
chr6	101846885	101846893	9	*	X04450	2898	101846669	102517958	671290	+	0	inside	215	GRIK2
chr6	105388933	105388942	10	*	X04454	100113403	105384169	105388402	4234	-	530	upstream	530	LIN28B-AS1
chr6	105389463	105389471	9	*	X04455	100113403	105384169	105388402	4234	-	1060	upstream	1060	LIN28B-AS1
chr6	105404656	105404669	14	*	X04456	389421	105404923	105531207	126285	+	253	upstream	253	LIN28B
chr6	106773388	106773398	11	*	X04462	9474	106632352	106773695	141344	-	0	inside	296	ATG5
chr6	106958457	106958465	9	*	X04463	202	106959305	107018334	59030	+	839	upstream	839	CRYBG1
chr6	108396050	108396058	9	*	X04466	28962	108362613	108395941	33329	-	108	upstream	108	OSTM1
chr6	108486112	108486120	9	*	X04471	7101	108487215	108510013	22799	+	1094	upstream	1094	NR2E1
chr6	108487020	108487030	11	*	X04472	7101	108487215	108510013	22799	+	184	upstream	184	NR2E1
chr6	108487341	108487349	9	*	X04473	7101	108487215	108510013	22799	+	0	inside	125	NR2E1
chr6	108879742	108879747	6	*	X04475	2309	108881026	109005971	124946	+	1278	upstream	1278	FOXO3
chr6	108880871	108880882	12	*	X04476	2309	108881026	109005971	124946	+	143	upstream	143	FOXO3
chr6	108880885	108880896	12	*	X04477	2309	108881026	109005971	124946	+	129	upstream	129	FOXO3
chr6	108881320	108881328	9	*	X04478	2309	108881026	109005971	124946	+	0	inside	293	FOXO3
chr6	109761354	109761368	15	*	X04485	6610	109761931	109765122	3192	+	562	upstream	562	SMPD2
chr6	110300007	110300016	10	*	X04488	2830	110300298	110301924	1627	+	281	upstream	281	GPR6
chr6	111302333	111302341	9	*	X04491	84154	111303291	111346794	43504	+	949	upstream	949	RPF2
chr6	111408529	111408538	10	*	X04492	117247	111408781	111544606	135826	+	242	upstream	242	SLC16A10
chr6	111803870	111803887	18	*	X04493	643749	111804675	111923497	118823	+	787	upstream	787	TRAF3IP2-AS1
chr6	111927849	111927857	9	*	X04494	10758	111876581	111927477	50897	-	371	upstream	371	TRAF3IP2
chr6	111927886	111927897	12	*	X04495	10758	111876581	111927477	50897	-	408	upstream	408	TRAF3IP2
chr6	111927940	111927953	14	*	X04496	10758	111876581	111927477	50897	-	462	upstream	462	TRAF3IP2
chr6	114177540	114177549	10	*	X04498	4082	114178527	114184652	6126	+	977	upstream	977	MARCKS
chr6	114177552	114177561	10	*	X04499	4082	114178527	114184652	6126	+	965	upstream	965	MARCKS
chr6	114178801	114178809	9	*	X04500	4082	114178527	114184652	6126	+	0	inside	273	MARCKS
chr6	114664097	114664114	18	*	X04502	222537	114376750	114663540	286791	-	556	upstream	556	HS3ST5
chr6	114664380	114664388	9	*	X04503	222537	114376750	114663540	286791	-	839	upstream	839	HS3ST5
chr6	116937288	116937299	12	*	X04507	345895	116937642	116954148	16507	+	342	upstream	342	RSPH4A
chr6	116937305	116937314	10	*	X04508	345895	116937642	116954148	16507	+	327	upstream	327	RSPH4A
chr6	116989800	116989809	10	*	X04509	221302	116956781	116989973	33193	-	0	inside	163	ZUP1
chr6	117002065	117002077	13	*	X04510	3841	117002367	117063030	60664	+	289	upstream	289	KPNA5
chr6	117002108	117002116	9	*	X04511	3841	117002367	117063030	60664	+	250	upstream	250	KPNA5
chr6	117923538	117923546	9	*	X04517	57120	117639351	117923705	284355	-	0	inside	158	GOPC
chr6	118228679	118228687	9	*	X04518	222553	118228689	118638839	410151	+	1	upstream	1	SLC35F1
chr6	119256167	119256182	16	*	X04520	254394	119134612	119256327	121716	-	0	inside	144	MCM9
chr6	121655635	121655652	18	*	X04522	221322	121400627	121655644	255018	-	0	overlapStart	0	TBC1D32
chr6	123317300	123317309	10	*	X04525	134829	123317582	123385063	67482	+	272	upstream	272	CLVS2
chr6	124124396	124124414	19	*	X04526	154215	124125069	125146786	1021718	+	654	upstream	654	NKAIN2
chr6	124125104	124125112	9	*	X04527	154215	124125069	125146786	1021718	+	0	inside	34	NKAIN2
chr6	125283046	125283065	20	*	X04528	154214	125283862	125404661	120800	+	796	upstream	796	RNF217
chr6	125283073	125283084	12	*	X04529	154214	125283862	125404661	120800	+	777	upstream	777	RNF217
chr6	125474976	125474984	9	*	X04530	7164	125474879	125584644	109766	+	0	inside	96	TPD52L1
chr6	127438834	127438842	9	*	X04535	84870	127440048	127518910	78863	+	1205	upstream	1205	RSPO3
chr6	127665444	127665457	14	*	X04538	55862	127609857	127664754	54898	-	689	upstream	689	ECHDC1
chr6	128842475	128842484	10	*	X04540	5796	128289924	128841870	551947	-	604	upstream	604	PTPRK
chr6	130688272	130688281	10	*	X04546	154075	130465447	130686570	221124	-	1701	upstream	1701	SAMD3
chr6	132834056	132834064	9	*	X04551	8417	132778663	132834337	55675	-	0	inside	272	STX7
chr6	133561610	133561619	10	*	X04552	2070	133561736	133853258	291523	+	116	upstream	116	EYA4
chr6	134639655	134639662	8	*	X04561	6446	134490384	134639196	148813	-	458	upstream	458	SGK1
chr6	135502359	135502369	11	*	X04562	4602	135502453	135540311	37859	+	83	upstream	83	MYB
chr6	135818800	135818809	10	*	X04565	100131814	135818939	136037193	218255	+	129	upstream	129	LINC00271
chr6	135818800	135818809	10	*	X04565	54806	135605110	135818903	213794	-	0	inside	93	AHI1
chr6	138187888	138187896	9	*	X04573	7128	138188325	138204451	16127	+	428	upstream	428	TNFAIP3
chr6	138428995	138429003	9	*	X04575	64065	138409642	138428660	19019	-	334	upstream	334	PERP
chr6	138725554	138725565	12	*	X04576	23593	138725336	138734582	9247	+	0	inside	217	HEBP2
chr6	139349289	139349297	9	*	X04578	58527	139349819	139364439	14621	+	521	upstream	521	ABRACL
chr6	139696951	139696965	15	*	X04579	10370	139693392	139695787	2396	-	1163	upstream	1163	CITED2
chr6	144164502	144164510	9	*	X04585	84946	144164508	144184943	20436	+	0	overlapStart	0	LTV1
chr6	144386143	144386151	9	*	X04586	5325	144261437	144385735	124299	-	407	upstream	407	PLAGL1
chr6	144416991	144416999	9	*	X04587	83443	144416018	144416754	737	-	236	upstream	236	SF3B5
chr6	144605513	144605521	9	*	X04589	7402	144607490	145174170	566681	+	1968	upstream	1968	UTRN
chr6	144605600	144605608	9	*	X04590	7402	144607490	145174170	566681	+	1881	upstream	1881	UTRN
chr6	146135991	146136000	10	*	X04591	84085	146119272	146135921	16650	-	69	upstream	69	FBXO30
chr6	146136014	146136022	9	*	X04592	84085	146119272	146135921	16650	-	92	upstream	92	FBXO30
chr6	149887176	149887186	11	*	X04600	116254	149887528	149912067	24540	+	341	upstream	341	GINM1
chr6	149887342	149887352	11	*	X04601	116254	149887528	149912067	24540	+	175	upstream	175	GINM1
chr6	149969929	149969939	11	*	X04602	11104	149916011	149969940	53930	-	0	inside	0	KATNA1
chr6	149970090	149970099	10	*	X04603	11104	149916011	149969940	53930	-	149	upstream	149	KATNA1
chr6	150185805	150185813	9	*	X04605	84918	150139894	150185480	45587	-	324	upstream	324	LRP11
chr6	153304442	153304450	9	*	X04615	26271	153291658	153304740	13083	-	0	inside	289	FBXO5
chr6	153304714	153304722	9	*	X04616	26271	153291658	153304740	13083	-	0	inside	17	FBXO5
chr6	153324465	153324473	9	*	X04617	54516	153308400	153323925	15526	-	539	upstream	539	MTRF1L
chr6	154831770	154831778	9	*	X04620	154043	154726433	154831753	105321	-	16	upstream	16	CNKSR3
chr6	154831770	154831778	9	*	X04620	26034	154475618	154831753	356136	-	16	upstream	16	IPCEF1
chr6	154831979	154831988	10	*	X04621	154043	154726433	154831753	105321	-	225	upstream	225	CNKSR3
